source_column	ensembl_id	gene_symbol	unique_symbol
17637	ENSG00000247675	LRP4-AS1	True
17638	ENSG00000134569	LRP4	True
17639	ENSG00000149179	C11orf49	True
17640	ENSG00000255520	RP11-390K5.3	True
17641	ENSG00000149182	ARFGAP2	True
17642	ENSG00000165912	PACSIN3	True
17643	ENSG00000134574	DDB2	True
17644	ENSG00000256897	RP11-17G12.2	True
17645	ENSG00000134575	ACP2	True
17646	ENSG00000025434	NR1H3	True
17647	ENSG00000110514	MADD	True
17648	ENSG00000256746	RP11-17G12.3	True
17649	ENSG00000134571	MYBPC3	True
17650	ENSG00000066336	SPI1	True
17651	ENSG00000255197	RP11-750H9.5	True
17652	ENSG00000165915	SLC39A13	True
17653	ENSG00000165916	PSMC3	True
17654	ENSG00000165917	RAPSN	True
17655	ENSG00000149187	CELF1	True
17656	ENSG00000213619	NDUFS3	True
17657	ENSG00000110536	PTPMT1	True
17658	ENSG00000123444	KBTBD4	True
17659	ENSG00000231880	RP11-76I23.7	True
17660	ENSG00000196666	FAM180B	True
17661	ENSG00000172247	C1QTNF4	True
17662	ENSG00000109919	MTCH2	True
17663	ENSG00000165923	AGBL2	True
17664	ENSG00000109920	FNBP4	True
17665	ENSG00000030066	NUP160	True
17666	ENSG00000149177	PTPRJ	True
17667	ENSG00000254879	PTPRJ-AS1	True
17668	ENSG00000175619	OR4B1	True
17669	ENSG00000279556	OR4X2	True
17670	ENSG00000176567	OR4X1	True
17671	ENSG00000176555	OR4S1	True
17672	ENSG00000176547	OR4C3	True
17673	ENSG00000176540	OR4C5	True
17674	ENSG00000237388	OR4A47	True
17675	ENSG00000182053	TRIM49B	True
17676	ENSG00000214891	TRIM64C	True
17677	ENSG00000086205	FOLH1	True
17678	ENSG00000258817	OR4C13	True
17679	ENSG00000221954	OR4C12	True
17680	ENSG00000254518	RP11-347H15.4	True
17681	ENSG00000185926	OR4C46	True
17682	ENSG00000221840	OR4A5	True
17683	ENSG00000150244	TRIM48	True
17684	ENSG00000181961	OR4A16	True
17685	ENSG00000181958	OR4A15	True
17686	ENSG00000181939	OR4C15	True
17687	ENSG00000181935	OR4C16	True
17688	ENSG00000172188	OR4C11	True
17689	ENSG00000181927	OR4P4	True
17690	ENSG00000174982	OR4S2	True
17691	ENSG00000181903	OR4C6	True
17692	ENSG00000254804	RP11-674C21.9	True
17693	ENSG00000198877	OR5D13	True
17694	ENSG00000186113	OR5D14	True
17695	ENSG00000186117	OR5L1	True
17696	ENSG00000186119	OR5D18	True
17697	ENSG00000205030	OR5L2	True
17698	ENSG00000205029	OR5D16	True
17699	ENSG00000124900	TRIM51	True
17700	ENSG00000187612	OR5W2	True
17701	ENSG00000167825	OR5I1	True
17702	ENSG00000174970	OR10AG1	True
17703	ENSG00000149133	OR5F1	True
17704	ENSG00000181785	OR5AS1	True
17705	ENSG00000172154	OR8I2	True
17706	ENSG00000181767	OR8H2	True
17707	ENSG00000181761	OR8H3	True
17708	ENSG00000167822	OR8J3	True
17709	ENSG00000181752	OR8K5	True
17710	ENSG00000174957	OR5J2	True
17711	ENSG00000181718	OR5T2	True
17712	ENSG00000172489	OR5T3	True
17713	ENSG00000181698	OR5T1	True
17714	ENSG00000181693	OR8H1	True
17715	ENSG00000181689	OR8K3	True
17716	ENSG00000150261	OR8K1	True
17717	ENSG00000172487	OR8J1	True
17718	ENSG00000172199	OR8U1	True
17719	ENSG00000174942	OR5R1	True
17720	ENSG00000150269	OR5M9	True
17721	ENSG00000174937	OR5M3	True
17722	ENSG00000181371	OR5M8	True
17723	ENSG00000255223	OR5M11	True
17724	ENSG00000254834	OR5M10	True
17725	ENSG00000255012	OR5M1	True
17726	ENSG00000172464	OR5AP2	True
17727	ENSG00000279911	OR5AR1	True
17728	ENSG00000174914	OR9G1	True
17729	ENSG00000172457	OR9G4	True
17730	ENSG00000255433	AP000479.1	True
17731	ENSG00000181273	OR5AK2	True
17732	ENSG00000183908	LRRC55	True
17733	ENSG00000134817	APLNR	True
17734	ENSG00000149115	TNKS1BP1	True
17735	ENSG00000254662	RP11-872D17.4	True
17736	ENSG00000149136	SSRP1	True
17737	ENSG00000109991	P2RX3	True
17738	ENSG00000156575	PRG3	True
17739	ENSG00000186652	PRG2	True
17740	ENSG00000254979	RP11-872D17.8	True
17741	ENSG00000134802	SLC43A3	True
17742	ENSG00000186907	RTN4RL2	True
17743	ENSG00000255301	RP11-624G17.3	True
17744	ENSG00000149150	SLC43A1	True
17745	ENSG00000134809	TIMM10	True
17746	ENSG00000214872	SMTNL1	True
17747	ENSG00000156587	UBE2L6	True
17748	ENSG00000149131	SERPING1	True
17749	ENSG00000166793	YPEL4	True
17750	ENSG00000172409	CLP1	True
17751	ENSG00000156599	ZDHHC5	True
17752	ENSG00000156603	MED19	True
17753	ENSG00000213593	TMX2	True
17754	ENSG00000254462	TMX2-CTNND1	True
17755	ENSG00000211450	C11orf31	True
17756	ENSG00000254732	RP11-691N7.6	True
17757	ENSG00000233436	BTBD18	True
17758	ENSG00000198561	CTNND1	True
17759	ENSG00000186509	OR9Q1	True
17760	ENSG00000172381	OR6Q1	True
17761	ENSG00000255146	RP11-659P15.1	True
17762	ENSG00000172377	OR9I1	True
17763	ENSG00000186513	OR9Q2	True
17764	ENSG00000197887	OR1S2	True
17765	ENSG00000172774	OR1S1	True
17766	ENSG00000180475	OR10Q1	True
17767	ENSG00000172772	OR10W1	True
17768	ENSG00000197786	OR5B17	True
17769	ENSG00000172769	OR5B3	True
17770	ENSG00000172365	OR5B2	True
17771	ENSG00000172362	OR5B12	True
17772	ENSG00000255299	RP11-655C2.3	True
17773	ENSG00000198283	OR5B21	True
17774	ENSG00000110031	LPXN	True
17775	ENSG00000186660	ZFP91	True
17776	ENSG00000255073	ZFP91-CNTF	True
17777	ENSG00000269570	CMB9-55A18.1	True
17778	ENSG00000242689	CNTF	True
17779	ENSG00000149124	GLYAT	True
17780	ENSG00000156689	GLYATL2	True
17781	ENSG00000166840	GLYATL1	True
17782	ENSG00000255523	RP11-780O24.2	True
17783	ENSG00000255240	RP11-142C4.6	True
17784	ENSG00000255151	GLYATL1P3	True
17785	ENSG00000189057	FAM111B	True
17786	ENSG00000245571	AP001258.4	True
17787	ENSG00000166801	FAM111A	True
17788	ENSG00000110042	DTX4	True
17789	ENSG00000197629	MPEG1	True
17790	ENSG00000214797	RP11-1036E20.9	True
17791	ENSG00000176495	OR5AN1	True
17792	ENSG00000172324	OR5A2	True
17793	ENSG00000172320	OR5A1	True
17794	ENSG00000166884	OR4D6	True
17795	ENSG00000254466	OR4D10	True
17796	ENSG00000176200	OR4D11	True
17797	ENSG00000172742	OR4D9	True
17798	ENSG00000255008	AP000442.4	True
17799	ENSG00000110048	OSBP	True
17800	ENSG00000255139	AP000442.1	True
17801	ENSG00000166889	PATL1	True
17802	ENSG00000172289	OR10V1	True
17803	ENSG00000166900	STX3	True
17804	ENSG00000254477	AP000640.10	True
17805	ENSG00000166902	MRPL16	True
17806	ENSG00000134812	GIF	True
17807	ENSG00000134827	TCN1	True
17808	ENSG00000255393	RP11-736I10.1	True
17809	ENSG00000149507	OOSP2	True
17810	ENSG00000149516	MS4A3	True
17811	ENSG00000149534	MS4A2	True
17812	ENSG00000254952	AP001257.1	True
17813	ENSG00000110077	MS4A6A	True
17814	ENSG00000214787	MS4A4E	True
17815	ENSG00000110079	MS4A4A	True
17816	ENSG00000166926	MS4A6E	True
17817	ENSG00000166927	MS4A7	True
17818	ENSG00000166928	MS4A14	True
17819	ENSG00000166930	MS4A5	True
17820	ENSG00000156738	MS4A1	True
17821	ENSG00000071203	MS4A12	True
17822	ENSG00000204979	MS4A13	True
17823	ENSG00000181995	LINC00301	True
17824	ENSG00000166959	MS4A8	True
17825	ENSG00000214782	MS4A18	True
17826	ENSG00000166961	MS4A15	True
17827	ENSG00000172689	MS4A10	True
17828	ENSG00000255845	RP11-804A23.1	True
17829	ENSG00000255959	RP11-804A23.2	True
17830	ENSG00000256813	RP11-804A23.4	True
17831	ENSG00000110104	CCDC86	True
17832	ENSG00000183134	PTGDR2	True
17833	ENSG00000149506	ZP1	True
17834	ENSG00000110107	PRPF19	True
17835	ENSG00000257052	RP11-881M11.2	True
17836	ENSG00000256944	RP11-881M11.1	True
17837	ENSG00000110108	TMEM109	True
17838	ENSG00000256196	RP11-881M11.4	True
17839	ENSG00000006118	TMEM132A	True
17840	ENSG00000110446	SLC15A3	True
17841	ENSG00000013725	CD6	True
17842	ENSG00000256733	RP11-881M11.8	True
17843	ENSG00000110448	CD5	True
17844	ENSG00000167987	VPS37C	True
17845	ENSG00000229859	PGA3	True
17846	ENSG00000229183	PGA4	True
17847	ENSG00000256713	PGA5	True
17848	ENSG00000167992	VWCE	True
17849	ENSG00000167986	DDB1	True
17850	ENSG00000149476	TKFC	True
17851	ENSG00000162144	CYB561A3	True
17852	ENSG00000149483	TMEM138	True
17853	ENSG00000187049	TMEM216	True
17854	ENSG00000149532	CPSF7	True
17855	ENSG00000256591	RP11-286N22.8	True
17856	ENSG00000167985	SDHAF2	True
17857	ENSG00000162148	PPP1R32	True
17858	ENSG00000255931	RP11-286N22.10	True
17859	ENSG00000204950	LRRC10B	True
17860	ENSG00000011347	SYT7	True
17861	ENSG00000256443	RP11-794G24.1	True
17862	ENSG00000250230	RP11-855O10.2	True
17863	ENSG00000255947	RP11-855O10.3	True
17864	ENSG00000134780	DAGLA	True
17865	ENSG00000124915	DKFZP434K028	True
17866	ENSG00000124920	MYRF	True
17867	ENSG00000134825	TMEM258	True
17868	ENSG00000168496	FEN1	True
17869	ENSG00000134824	FADS2	True
17870	ENSG00000149485	FADS1	True
17871	ENSG00000221968	FADS3	True
17872	ENSG00000167994	RAB3IL1	True
17873	ENSG00000167995	BEST1	True
17874	ENSG00000167996	FTH1	True
17875	ENSG00000255553	RP11-810P12.5	True
17876	ENSG00000149503	INCENP	True
17877	ENSG00000168515	SCGB1D1	True
17878	ENSG00000124939	SCGB2A1	True
17879	ENSG00000254404	RP11-703H8.9	True
17880	ENSG00000124935	SCGB1D2	True
17881	ENSG00000110484	SCGB2A2	True
17882	ENSG00000197745	SCGB1D4	True
17883	ENSG00000255118	RP11-703H8.7	True
17884	ENSG00000162174	ASRGL1	True
17885	ENSG00000255126	CTD-2531D15.5	True
17886	ENSG00000149021	SCGB1A1	True
17887	ENSG00000255446	CTD-2531D15.4	True
17888	ENSG00000124942	AHNAK	True
17889	ENSG00000250659	RP11-864I4.3	True
17890	ENSG00000257058	RP11-864I4.4	True
17891	ENSG00000254772	EEF1G	True
17892	ENSG00000255508	RP11-864I4.1	True
17893	ENSG00000149016	TUT1	True
17894	ENSG00000149480	MTA2	True
17895	ENSG00000149499	EML3	True
17896	ENSG00000254964	RP11-831H9.3	True
17897	ENSG00000149489	ROM1	True
17898	ENSG00000149541	B3GAT3	True
17899	ENSG00000089597	GANAB	True
17900	ENSG00000185085	INTS5	True
17901	ENSG00000255432	RP11-831H9.11	True
17902	ENSG00000278615	C11orf98	True
17903	ENSG00000162194	LBHD1	True
17904	ENSG00000214756	METTL12	True
17905	ENSG00000204922	UQCC3	True
17906	ENSG00000162191	UBXN1	True
17907	ENSG00000177363	LRRN4CL	True
17908	ENSG00000168000	BSCL2	True
17909	ENSG00000234857	HNRNPUL2-BSCL2	True
17910	ENSG00000162188	GNG3	True
17911	ENSG00000214753	HNRNPUL2	True
17912	ENSG00000162222	TTC9C	True
17913	ENSG00000185670	ZBTB3	True
17914	ENSG00000168002	POLR2G	True
17915	ENSG00000267811	RP11-727F15.11	True
17916	ENSG00000162227	TAF6L	True
17917	ENSG00000168569	TMEM223	True
17918	ENSG00000269176	RP11-727F15.12	True
17919	ENSG00000185475	TMEM179B	True
17920	ENSG00000162231	NXF1	True
17921	ENSG00000162236	STX5	True
17922	ENSG00000256690	RP11-727F15.9	True
17923	ENSG00000133316	WDR74	True
17924	ENSG00000168003	SLC3A2	True
17925	ENSG00000168539	CHRM1	True
17926	ENSG00000257002	AP000438.2	True
17927	ENSG00000197901	SLC22A6	True
17928	ENSG00000149452	SLC22A8	True
17929	ENSG00000197658	SLC22A24	True
17930	ENSG00000184999	SLC22A10	True
17931	ENSG00000196600	SLC22A25	True
17932	ENSG00000149742	SLC22A9	True
17933	ENSG00000168004	HRASLS5	True
17934	ENSG00000133317	LGALS12	True
17935	ENSG00000133321	RARRES3	True
17936	ENSG00000133328	HRASLS2	True
17937	ENSG00000176485	PLA2G16	True
17938	ENSG00000203520	RP11-697H9.3	True
17939	ENSG00000184743	ATL3	True
17940	ENSG00000256789	RP11-697H9.2	True
17941	ENSG00000133318	RTN3	True
17942	ENSG00000188070	C11orf95	True
17943	ENSG00000168005	C11orf84	True
17944	ENSG00000072518	MARK2	True
17945	ENSG00000167771	RCOR2	True
17946	ENSG00000110583	NAA40	True
17947	ENSG00000176340	COX8A	True
17948	ENSG00000256100	AP000721.4	True
17949	ENSG00000167770	OTUB1	True
17950	ENSG00000133315	MACROD1	True
17951	ENSG00000256824	RP11-21A7A.2	True
17952	ENSG00000256481	RP11-21A7A.4	True
17953	ENSG00000126500	FLRT1	True
17954	ENSG00000256341	RP11-21A7A.3	True
17955	ENSG00000168439	STIP1	True
17956	ENSG00000149781	FERMT3	True
17957	ENSG00000149743	TRPT1	True
17958	ENSG00000149761	NUDT22	True
17959	ENSG00000256116	RP11-783K16.14	True
17960	ENSG00000110011	DNAJC4	True
17961	ENSG00000173511	VEGFB	True
17962	ENSG00000173486	FKBP2	True
17963	ENSG00000173457	PPP1R14B	True
17964	ENSG00000256940	RP11-783K16.5	True
17965	ENSG00000257086	RP11-783K16.13	True
17966	ENSG00000149782	PLCB3	True
17967	ENSG00000002330	BAD	True
17968	ENSG00000173264	GPR137	True
17969	ENSG00000182450	KCNK4	True
17970	ENSG00000219435	TEX40	True
17971	ENSG00000173153	ESRRA	True
17972	ENSG00000173113	TRMT112	True
17973	ENSG00000126432	PRDX5	True
17974	ENSG00000236935	AP003774.1	True
17975	ENSG00000168071	CCDC88B	True
17976	ENSG00000162302	RPS6KA4	True
17977	ENSG00000231680	AP003774.6	True
17978	ENSG00000231492	AP003774.5	True
17979	ENSG00000181908	AP003774.4	True
17980	ENSG00000232500	AP005273.1	True
17981	ENSG00000168065	SLC22A11	True
17982	ENSG00000197891	SLC22A12	True
17983	ENSG00000110076	NRXN2	True
17984	ENSG00000237410	AP001092.4	True
17985	ENSG00000068831	RASGRP2	True
17986	ENSG00000068976	PYGM	True
17987	ENSG00000168066	SF1	True
17988	ENSG00000269038	AP001462.6	True
17989	ENSG00000168067	MAP4K2	True
17990	ENSG00000133895	MEN1	True
17991	ENSG00000171219	CDC42BPG	True
17992	ENSG00000110047	EHD1	True
17993	ENSG00000229719	MIR194-2HG	True
17994	ENSG00000110046	ATG2A	True
17995	ENSG00000068971	PPP2R5B	True
17996	ENSG00000149735	GPHA2	True
17997	ENSG00000168070	C11orf85	True
17998	ENSG00000168062	BATF2	True
17999	ENSG00000213465	ARL2	True
18000	ENSG00000273003	ARL2-SNX15	True
18001	ENSG00000110025	SNX15	True
18002	ENSG00000168061	SAC3D1	True
18003	ENSG00000168060	NAALADL1	True
18004	ENSG00000146670	CDCA5	True
18005	ENSG00000162300	ZFPL1	True
18006	ENSG00000187066	TMEM262	True
18007	ENSG00000149823	VPS51	True
18008	ENSG00000254501	AP003068.9	True
18009	ENSG00000149809	TM7SF2	True
18010	ENSG00000174276	ZNHIT2	True
18011	ENSG00000255173	AP003068.12	True
18012	ENSG00000149806	FAU	True
18013	ENSG00000162298	SYVN1	True
18014	ENSG00000149792	MRPL49	True
18015	ENSG00000204710	SPDYC	True
18016	ENSG00000254614	AP003068.23	True
18017	ENSG00000014216	CAPN1	True
18018	ENSG00000014138	POLA2	True
18019	ENSG00000149798	CDC42EP2	True
18020	ENSG00000133884	DPF2	True
18021	ENSG00000173825	TIGD3	True
18022	ENSG00000255478	RP11-867O8.5	True
18023	ENSG00000162241	SLC25A45	True
18024	ENSG00000126391	FRMD8	True
18025	ENSG00000245532	NEAT1	True
18026	ENSG00000173727	CMB9-22P13.1	True
18027	ENSG00000279243	CMB9-22P13.2	True
18028	ENSG00000251562	MALAT1	True
18029	ENSG00000270117	AP000769.7	True
18030	ENSG00000279576	AP000769.1	True
18031	ENSG00000142186	SCYL1	True
18032	ENSG00000168056	LTBP3	True
18033	ENSG00000173465	SSSCA1	True
18034	ENSG00000176973	FAM89B	True
18035	ENSG00000173442	EHBP1L1	True
18036	ENSG00000213445	SIPA1	True
18037	ENSG00000173338	KCNK7	True
18038	ENSG00000173327	MAP3K11	True
18039	ENSG00000197136	PCNXL3	True
18040	ENSG00000173039	RELA	True
18041	ENSG00000172977	KAT5	True
18042	ENSG00000172922	RNASEH2C	True
18043	ENSG00000255557	RP11-770G2.2	True
18044	ENSG00000254470	AP5B1	True
18045	ENSG00000172818	OVOL1	True
18046	ENSG00000255120	OVOL1-AS1	True
18047	ENSG00000255404	RP11-770G2.5	True
18048	ENSG00000172757	CFL1	True
18049	ENSG00000172803	SNX32	True
18050	ENSG00000172732	MUS81	True
18051	ENSG00000172638	EFEMP2	True
18052	ENSG00000172543	CTSW	True
18053	ENSG00000172500	FIBP	True
18054	ENSG00000175602	CCDC85B	True
18055	ENSG00000175592	FOSL1	True
18056	ENSG00000175573	C11orf68	True
18057	ENSG00000175550	DRAP1	True
18058	ENSG00000175513	TSGA10IP	True
18059	ENSG00000175467	SART1	True
18060	ENSG00000175376	EIF1AD	True
18061	ENSG00000175334	BANF1	True
18062	ENSG00000175315	CST6	True
18063	ENSG00000175294	CATSPER1	True
18064	ENSG00000175229	GAL3ST3	True
18065	ENSG00000087365	SF3B2	True
18066	ENSG00000255038	RP11-1167A19.2	True
18067	ENSG00000175115	PACS1	True
18068	ENSG00000255320	RP11-755F10.1	True
18069	ENSG00000174996	KLC2	True
18070	ENSG00000254461	RP11-755F10.3	True
18071	ENSG00000254855	RP11-867G23.1	True
18072	ENSG00000254762	RP11-867G23.2	True
18073	ENSG00000174903	RAB1B	True
18074	ENSG00000245156	RP11-867G23.3	True
18075	ENSG00000254452	RP11-867G23.4	True
18076	ENSG00000174871	CNIH2	True
18077	ENSG00000174851	YIF1A	True
18078	ENSG00000179292	TMEM151A	True
18079	ENSG00000254458	RP11-867G23.13	True
18080	ENSG00000174807	CD248	True
18081	ENSG00000174791	RIN1	True
18082	ENSG00000254756	RP11-867G23.12	True
18083	ENSG00000174744	BRMS1	True
18084	ENSG00000174684	B4GAT1	True
18085	ENSG00000255468	RP11-867G23.8	True
18086	ENSG00000174669	SLC29A2	True
18087	ENSG00000174576	NPAS4	True
18088	ENSG00000174547	MRPL11	True
18089	ENSG00000174516	PELI3	True
18090	ENSG00000255517	CTD-3074O7.5	True
18091	ENSG00000254986	DPP3	True
18092	ENSG00000256349	CTD-3074O7.11	True
18093	ENSG00000174483	BBS1	True
18094	ENSG00000174165	ZDHHC24	True
18095	ENSG00000248746	ACTN3	True
18096	ENSG00000250105	CTD-3074O7.2	True
18097	ENSG00000174080	CTSF	True
18098	ENSG00000182791	CCDC87	True
18099	ENSG00000173992	CCS	True
18100	ENSG00000239306	RBM14	True
18101	ENSG00000248643	RBM14-RBM4	True
18102	ENSG00000173933	RBM4	True
18103	ENSG00000173914	RBM4B	True
18104	ENSG00000258297	RP11-658F2.8	True
18105	ENSG00000173898	SPTBN2	True
18106	ENSG00000173715	C11orf80	True
18107	ENSG00000173653	RCE1	True
18108	ENSG00000173599	PC	True
18109	ENSG00000173621	LRFN4	True
18110	ENSG00000173237	C11orf86	True
18111	ENSG00000173227	SYT12	True
18112	ENSG00000173156	RHOD	True
18113	ENSG00000173120	KDM2A	True
18114	ENSG00000173020	ADRBK1	True
18115	ENSG00000172932	ANKRD13D	True
18116	ENSG00000172830	SSH3	True
18117	ENSG00000172613	RAD9A	True
18118	ENSG00000175482	POLD4	True
18119	ENSG00000256514	AP003419.11	True
18120	ENSG00000274251	CTC-1337H24.3	True
18121	ENSG00000175505	CLCF1	True
18122	ENSG00000275484	CTC-1337H24.4	True
18123	ENSG00000172531	PPP1CA	True
18124	ENSG00000175463	TBC1D10C	True
18125	ENSG00000172508	CARNS1	True
18126	ENSG00000175634	RPS6KB2	True
18127	ENSG00000255949	AP003419.16	True
18128	ENSG00000172725	CORO1B	True
18129	ENSG00000213402	PTPRCAP	True
18130	ENSG00000175514	GPR152	True
18131	ENSG00000175544	CABP4	True
18132	ENSG00000172663	TMEM134	True
18133	ENSG00000110711	AIP	True
18134	ENSG00000110697	PITPNM1	True
18135	ENSG00000167797	CDK2AP2	True
18136	ENSG00000167791	CABP2	True
18137	ENSG00000084207	GSTP1	True
18138	ENSG00000184224	C11orf72	True
18139	ENSG00000255119	RP11-655M14.12	True
18140	ENSG00000167792	NDUFV1	True
18141	ENSG00000255318	RP11-655M14.13	True
18142	ENSG00000167799	NUDT8	True
18143	ENSG00000167800	TBX10	True
18144	ENSG00000132744	ACY3	True
18145	ENSG00000132746	ALDH3B2	True
18146	ENSG00000251637	RP11-119D9.1	True
18147	ENSG00000254610	RP5-903G2.2	True
18148	ENSG00000110057	UNC93B1	True
18149	ENSG00000006534	ALDH3B1	True
18150	ENSG00000255306	RP5-901A4.1	True
18151	ENSG00000110717	NDUFS8	True
18152	ENSG00000110719	TCIRG1	True
18153	ENSG00000255031	RP11-802E16.3	True
18154	ENSG00000110721	CHKA	True
18155	ENSG00000255236	CTD-2655K5.1	True
18156	ENSG00000110066	KMT5B	True
18157	ENSG00000171067	C11orf24	True
18158	ENSG00000162337	LRP5	True
18159	ENSG00000110075	PPP6R3	True
18160	ENSG00000260808	CTD-2007L18.5	True
18161	ENSG00000069482	GAL	True
18162	ENSG00000132749	MTL5	True
18163	ENSG00000110090	CPT1A	True
18164	ENSG00000250508	RP11-757G1.6	True
18165	ENSG00000197345	MRPL21	True
18166	ENSG00000132740	IGHMBP2	True
18167	ENSG00000255741	RP11-757G1.5	True
18168	ENSG00000172938	MRGPRD	True
18169	ENSG00000261276	RP11-554A11.5	True
18170	ENSG00000172935	MRGPRF	True
18171	ENSG00000256508	MRGPRF-AS1	True
18172	ENSG00000162341	TPCN2	True
18173	ENSG00000260895	RP11-554A11.7	True
18174	ENSG00000261070	RP11-554A11.8	True
18175	ENSG00000259799	RP11-554A11.9	True
18176	ENSG00000172927	MYEOV	True
18177	ENSG00000260877	RP11-211G23.2	True
18178	ENSG00000259854	RP11-211G23.1	True
18179	ENSG00000255980	AP000439.1	True
18180	ENSG00000255606	AP000439.2	True
18181	ENSG00000261347	AP000439.5	True
18182	ENSG00000255774	AP000439.3	True
18183	ENSG00000110092	CCND1	True
18184	ENSG00000149716	ORAOV1	True
18185	ENSG00000281781	AP001888.1	True
18186	ENSG00000162344	FGF19	True
18187	ENSG00000075388	FGF4	True
18188	ENSG00000186895	FGF3	True
18189	ENSG00000260348	RP11-643C9.1	True
18190	ENSG00000260679	RP11-643C9.2	True
18191	ENSG00000255191	RP11-626H12.1	True
18192	ENSG00000254605	RP11-626H12.2	True
18193	ENSG00000248844	RP11-626H12.3	True
18194	ENSG00000254417	ANO1-AS2	True
18195	ENSG00000131620	ANO1	True
18196	ENSG00000254902	ANO1-AS1	True
18197	ENSG00000168040	FADD	True
18198	ENSG00000254721	RP11-805J14.5	True
18199	ENSG00000131626	PPFIA1	True
18200	ENSG00000254604	AP000487.6	True
18201	ENSG00000255539	CTA-797E19.2	True
18202	ENSG00000254495	AP000487.4	True
18203	ENSG00000246889	AP000487.5	True
18204	ENSG00000085733	CTTN	True
18205	ENSG00000162105	SHANK2	True
18206	ENSG00000226627	SHANK2-AS1	True
18207	ENSG00000236262	SHANK2-AS2	True
18208	ENSG00000171671	SHANK2-AS3	True
18209	ENSG00000172893	DHCR7	True
18210	ENSG00000254682	RP11-660L16.2	True
18211	ENSG00000172890	NADSYN1	True
18212	ENSG00000244411	KRTAP5-7	True
18213	ENSG00000241233	KRTAP5-8	True
18214	ENSG00000254997	KRTAP5-9	True
18215	ENSG00000204572	KRTAP5-10	True
18216	ENSG00000204571	KRTAP5-11	True
18217	ENSG00000254972	RP11-167J8.3	True
18218	ENSG00000158483	FAM86C1	True
18219	ENSG00000184276	DEFB108B	True
18220	ENSG00000254469	RP11-849H4.2	True
18221	ENSG00000225805	CTD-2313N18.7	True
18222	ENSG00000137522	RNF121	True
18223	ENSG00000137496	IL18BP	True
18224	ENSG00000137497	NUMA1	True
18225	ENSG00000251143	RP11-849H4.4	True
18226	ENSG00000184154	LRTOMT	True
18227	ENSG00000149357	LAMTOR1	True
18228	ENSG00000110200	ANAPC15	True
18229	ENSG00000110203	FOLR3	True
18230	ENSG00000204971	RP11-807H22.7	True
18231	ENSG00000110195	FOLR1	True
18232	ENSG00000165457	FOLR2	True
18233	ENSG00000165458	INPPL1	True
18234	ENSG00000165462	PHOX2A	True
18235	ENSG00000162129	CLPB	True
18236	ENSG00000255843	AP000593.7	True
18237	ENSG00000256739	RP11-45F15.1	True
18238	ENSG00000255672	RP11-45F15.2	True
18239	ENSG00000256403	RP11-7N14.1	True
18240	ENSG00000227467	LINC01537	True
18241	ENSG00000186642	PDE2A	True
18242	ENSG00000256633	RP11-169D4.2	True
18243	ENSG00000255808	RP11-31L22.3	True
18244	ENSG00000186635	ARAP1	True
18245	ENSG00000256007	ARAP1-AS1	True
18246	ENSG00000245148	ARAP1-AS2	True
18247	ENSG00000214530	STARD10	True
18248	ENSG00000168010	ATG16L2	True
18249	ENSG00000137478	FCHSD2	True
18250	ENSG00000256568	RP11-800A3.3	True
18251	ENSG00000215841	RP11-800A3.2	True
18252	ENSG00000175591	P2RY2	True
18253	ENSG00000171631	P2RY6	True
18254	ENSG00000257038	RP11-800A3.7	True
18255	ENSG00000110237	ARHGEF17	True
18256	ENSG00000054967	RELT	True
18257	ENSG00000256928	RP11-809N8.2	True
18258	ENSG00000054965	FAM168A	True
18259	ENSG00000256448	RP11-809N8.4	True
18260	ENSG00000021300	PLEKHB1	True
18261	ENSG00000175582	RAB6A	True
18262	ENSG00000255928	RP11-456I15.2	True
18263	ENSG00000256034	RP11-707G14.1	True
18264	ENSG00000175581	MRPL48	True
18265	ENSG00000181924	COA4	True
18266	ENSG00000175575	PAAF1	True
18267	ENSG00000187726	DNAJB13	True
18268	ENSG00000255847	RP11-167N4.2	True
18269	ENSG00000175567	UCP2	True
18270	ENSG00000175564	UCP3	True
18271	ENSG00000168014	C2CD3	True
18272	ENSG00000214517	PPME1	True
18273	ENSG00000149380	P4HA3	True
18274	ENSG00000246211	RP11-632K5.3	True
18275	ENSG00000165434	PGM2L1	True
18276	ENSG00000254631	RP11-702H23.4	True
18277	ENSG00000175538	KCNE3	True
18278	ENSG00000254928	RP11-702H23.6	True
18279	ENSG00000175536	LIPT2	True
18280	ENSG00000254837	AP001372.2	True
18281	ENSG00000077514	POLD3	True
18282	ENSG00000054938	CHRDL2	True
18283	ENSG00000166439	RNF169	True
18284	ENSG00000166435	XRRA1	True
18285	ENSG00000118363	SPCS2	True
18286	ENSG00000162139	NEU3	True
18287	ENSG00000171561	OR2AT4	True
18288	ENSG00000255395	CTD-2562J17.2	True
18289	ENSG00000137491	SLCO2B1	True
18290	ENSG00000255136	CTD-2562J17.4	True
18291	ENSG00000261594	TPBGL	True
18292	ENSG00000254429	CTD-2562J17.7	True
18293	ENSG00000137486	ARRB1	True
18294	ENSG00000254963	CTD-2562J17.9	True
18295	ENSG00000149273	RPS3	True
18296	ENSG00000149243	KLHL35	True
18297	ENSG00000158555	GDPD5	True
18298	ENSG00000149257	SERPINH1	True
18299	ENSG00000255326	CTD-2530H12.4	True
18300	ENSG00000171533	MAP6	True
18301	ENSG00000166391	MOGAT2	True
